venue,event_uid,venue_uid,start_date,end_date,lat,lon,address,city,zip,url,artist_uid,start_dt,end_dt,event_days,event_mth,season,flood_season,venue_event_groupby,venue_artist_groupby
Ecclesia,13277571,7310067,2017-05-11,2017-05-11,29.768656,-95.36939079999999,1100 Elder Street,houston,77007.0,,,2017-05-11,2017-05-11,0,5,spring,yes,2,0
El Bambi,5623555,761464,2017-01-21,2017-01-21,29.7978537,-95.385482,4721 North Main Street,houston,77009.0,www.facebook.com/elbambihtx/,,2017-01-21,2017-01-21,0,1,winter,no,1,0
El Dorado Ballroom,5223420,13965105,2014-10-30,2014-10-30,29.7347976530612,-95.3657457142857,2310 Elgin Street,houston,77004.0,,170349.0,2014-10-30,2014-10-30,0,10,fall,yes,2,4
El Rincon Social,112675,10434253,2012-02-04,2012-02-05,29.74993322209,-95.34232972547649,3210 Preston Street,houston,77003.0,elrinconsocial.org,3833833.0,2012-02-04,2012-02-05,1,2,winter,no,25,65
Elder Street Gallery,1132249,12291114,2009-07-18,2009-07-18,29.768534999999996,-95.367726,1101 Elder Street,houston,77007.0,www.elderstreetartist.com,1116757.0,2009-07-18,2009-07-18,0,7,summer,yes,4,18
Eldorado Ballroom (Project Row Houses),970519,5976362,2014-01-24,2014-01-25,29.7347976530612,-95.3657457142857,2310 Elgin Street,houston,77004.0,projectrowhouses.org,8334438.0,2014-01-24,2014-01-25,1,1,winter,no,24,41
Eleanor Tinsley Park,2878780,15580631,2009-08-08,2009-08-09,29.7589382,-95.36769740000001,18-3600 Allen Parkway,houston,77019.0,,825784.0,2009-08-08,2009-08-09,1,8,summer,yes,1,11
Elizabeth Baldwin Park,1648018,5983291,2012-04-14,2012-04-14,29.737494399999996,-95.37019090000001,1702 Elgin Street,houston,77004.0,,,2012-04-14,2012-04-14,0,4,spring,no,3,0
Emancipation Park,4335335,1657885,2017-06-17,2017-06-19,29.7357077,-95.36658129999999,3018 Emancipation Avenue,houston,77004.0,www.houstontx.gov/parks/parksites/emancipationpark.html,,2017-06-17,2017-06-19,2,6,summer,yes,2,0
Embassy Suites Downtown Houston,15011087,10559002,2012-10-18,2012-10-21,29.75302945,-95.3613308036377,1515 Dallas Street,houston,77010.0,,,2012-10-18,2012-10-21,3,10,fall,yes,1,0
Esperson Gallery,1541311,2594833,2015-09-10,2015-10-24,29.7545065,-95.36498470000001,"1201 Fannin Street, Suite 131",houston,77002.0,,2599647.0,2015-09-10,2015-10-24,44,9,fall,yes,5,8
Eureka Heights Brew Co,6600765,8259844,2017-03-25,2017-03-25,29.801800300000004,-95.4190106,941 West 18th Street,houston,77008.0,www.eurekaheights.com,,2017-03-25,2017-03-25,0,3,spring,no,2,0
Evelyn Rubenstein Jewish Community Center of Houston,901105,13638544,2015-04-01,2015-05-20,29.674264,-95.483852,5601 South Braeswood Boulevard,houston,77096.0,,6002098.0,2015-04-01,2015-05-20,49,4,spring,no,2,1
Farrago's,5374177,8831808,2012-05-05,2012-05-05,29.752151857142895,-95.3772529591837,318 Gray Street,houston,77002.0,,,2012-05-05,2012-05-05,0,5,spring,yes,1,0
Felix 55,8218534,9224808,2011-09-01,2011-09-01,29.7160748,-95.415373,"5510 Morningside Drive, #120",houston,77005.0,www.felix55.com,9669891.0,2011-09-01,2011-09-01,0,9,fall,yes,1,1
Fernland Historical Park,6624831,9148352,2015-10-17,2015-10-17,30.102751300000005,-95.81771529999999,20774 Eva Street,montgomery,77356.0,,966558.0,2015-10-17,2015-10-17,0,10,fall,yes,1,1
Fiesta Mart,4971752,197265,2014-02-01,2014-03-23,29.697473100000003,-95.4179848,8130 Kirby Drive,houston,77054.0,,,2014-02-01,2014-03-23,50,2,winter,no,1,0
Fifth Ward Jam,421370,9038499,2011-10-01,2011-10-01,29.7760375714286,-95.33290655102041,3705 Lyons Avenue,houston,77020.0,,704320.0,2011-10-01,2011-10-01,0,10,fall,yes,1,2
Fine Arts Gallery (LSC North Harris),6721411,9587024,2015-10-13,2015-11-06,30.006335200000002,-95.3799192,2700 W.W. Thorne Drive,houston,77073.0,,8928680.0,2015-10-13,2015-11-06,24,10,fall,yes,3,2
Finesilver Gallery Houston,3663894,4079019,2007-06-22,2007-08-04,29.7246365,-95.39056190000001,3913 Main Street,houston,77002.0,www.finesilver.com,6183947.0,2007-06-22,2007-08-04,43,6,summer,yes,8,15
First Saturday Arts Market,1462993,4748624,2018-03-03,2018-03-03,29.802743285714303,-95.406924877551,548 West 19th Street,houston,77008.0,www.yalestreetmarket.com/Main/HomePage,1137896.0,2018-03-03,2018-03-03,0,3,spring,no,8,4
Flatland Gallery,838936,11860572,2017-12-15,2018-01-26,29.7425668,-95.4046027,1709 Westheimer Road,houston,77098.0,www.facebook.com/flatlandgalleryhtx/,12971644.0,2017-12-15,2018-01-26,42,12,winter,no,19,10
Flex Space Houston,88961,7539113,2016-03-30,2016-04-16,29.742402000000002,-95.40225500000001,2608 Dunlavy Street,houston,77006.0,,170349.0,2016-03-30,2016-04-16,17,3,spring,no,2,6
Flying Carpet Creative’s Fabrication Space,4164309,8298780,2018-11-29,2018-11-29,29.742459399999998,-95.3489224,3302 Polk Street,houston,77003.0,www.flyingcarpetcreative.com,,2018-11-29,2018-11-29,0,11,fall,no,1,0
Foelber Pottery Gallery and Studios,7427764,12963284,2016-03-04,2016-03-19,29.734566754113104,-95.3880438854748,706 Richmond Avenue,houston,77006.0,,7072806.0,2016-03-04,2016-03-19,15,3,spring,no,2,1
Folklore Films Studio,2907008,10362227,2015-12-31,2016-01-01,29.735307000000002,-95.38124599999999,4118 Fannin Street,houston,77003.0,www.folklorefilms.org,170349.0,2015-12-31,2016-01-01,1,12,winter,no,3,6
Foltz Fine Art,442472,14330106,2019-09-14,2019-10-26,29.742466399999998,-95.4125566,2143 Westheimer Road,houston,77098.0,www.reavesart.com/index.php,6347326.0,2019-09-14,2019-10-26,42,9,fall,yes,79,84
Forma 110,8157333,5818110,2019-03-30,2019-04-21,29.7755669,-95.3789679,"1824 Spring Street, #109",houston,77007.0,,5803155.0,2019-03-30,2019-04-21,22,3,spring,no,3,2
Fort Bend Art Center / Art League Fort Bend,5596095,7067185,2018-06-09,2018-08-11,29.559105199999998,-95.80819770000001,2012 Avenue G,rosenberg,77471.0,www.artleaguefortbend.org,,2018-06-09,2018-08-11,63,6,summer,yes,1,0
Forum6,2167814,12909288,2018-07-14,2018-08-04,29.775684100000003,-95.3788949,"1824 Spring Street, #227",houston,77007.0,forum6contemporary.com,1509293.0,2018-07-14,2018-08-04,21,7,summer,yes,13,11
Foto Relevance,1440464,12167236,2018-03-02,2018-04-22,29.7426542,-95.3892524,616 Hawthorne Street,houston,77006.0,fotorelevance.com,15785199.0,2018-03-02,2018-04-22,51,3,spring,no,9,7
Founders Club (The Hobby Center),2851460,5909450,2015-07-14,2015-07-14,29.761677000000002,-95.368883,800 Bagby Street,houston,77002.0,,2095145.0,2015-07-14,2015-07-14,0,7,summer,yes,1,4
Frank White Studio,501825,8743244,2012-03-17,2012-03-31,29.76852875,-95.35596225,1109 East Freeway,houston,77002.0,,526369.0,2012-03-17,2012-03-31,14,3,spring,no,1,1
Freedmen's Town Association,14276791,4415947,2019-06-22,2019-06-22,29.7565494,-95.383448,1320 Robin Street,houston,77019.0,,,2019-06-22,2019-06-22,0,6,summer,yes,1,0
FrenetiCore / Frenetic Theater,1557345,1261491,2010-05-01,2010-05-01,29.750163204081602,-95.32125324489799,5102 Navigation Boulevard,houston,77011.0,www.freneticore.net,2149517.0,2010-05-01,2010-05-01,0,5,spring,yes,16,45
Fresh Arts,913828,4509071,2013-06-14,2013-07-12,29.771804100000004,-95.3801122,"2101 Winter Street, Suite B11",houston,77007.0,fresharts.org,4325242.0,2013-06-14,2013-07-12,28,6,summer,yes,29,57
Front Gallery,28137,7049963,2014-09-27,2014-10-25,29.7336233030303,-95.3967752727273,1412 Bonnie Brae Street,houston,77006.0,,8305873.0,2014-09-27,2014-10-25,28,9,fall,yes,40,48
G Gallery,85228,2857335,2011-07-23,2011-07-23,29.791023499999998,-95.39497709999999,301 East 11 Street,houston,77008.0,www.ggalleryhouston.com,1562878.0,2011-07-23,2011-07-23,0,7,summer,yes,100,194
G Spot Gallery Houston,181169,14088458,2017-12-02,2017-12-31,29.786942699999997,-95.3946265,310 East 9th Street,houston,77008.0,www.ggalleryhouston.com,1131213.0,2017-12-02,2017-12-31,29,12,winter,no,56,58
Galeria Regina,258102,14746351,2015-05-09,2015-07-04,29.734555,-95.402826,1716 Richmond Avenue,houston,77098.0,www.galeriaregina@comcast.net,1170868.0,2015-05-09,2015-07-04,56,5,spring,yes,17,25
Galleria Lazzara,57361,10194916,2009-01-08,2009-02-08,29.814453999999998,-95.467768,"5400 Mitchelldale Street, Suite B7",houston,77092.0,www.gallerialazzara.com,1858841.0,2009-01-08,2009-02-08,31,1,winter,no,2,7
Gallery 1724,476617,15100653,2013-09-07,2013-12-14,29.7257621020408,-95.40248544897959,1724 Bissonnet Street,houston,77005.0,www.gallery1724.blogspot.com,817010.0,2013-09-07,2013-12-14,98,9,fall,yes,26,82
Gallery 220 (HBU),13793,6249733,2016-03-21,2016-04-08,29.6980291836735,-95.51527863265311,"7502 Fondren Road, University Academic Center",houston,77074.0,,9052742.0,2016-03-21,2016-04-08,18,3,spring,no,5,5
Gallery Jatad,136994,6125238,2014-06-26,2014-08-16,29.729625632653104,-95.3799038163265,1517 Blodgett Street,houston,77004.0,galleryjatad.com,16003983.0,2014-06-26,2014-08-16,51,6,summer,yes,11,17
Gallery M Squared,18831,5903412,2008-10-25,2008-11-16,29.802980244898,-95.40229542857142,339 West 19th Street,houston,77008.0,www.gallerymsquared.com,7345789.0,2008-10-25,2008-11-16,22,10,fall,yes,39,75
Gallery Sonja Roesch,551509,6567283,2015-05-30,2015-08-01,29.7454890612245,-95.37005912244899,2309 Caroline Street,houston,77004.0,www.gallerysonjaroesch.com,2288266.0,2015-05-30,2015-08-01,63,5,spring,yes,78,98
Gallery Two1Four,16764873,12266166,2012-03-16,2012-04-21,29.7665827086432,-95.3606750065383,214 Travis Street,houston,77002.0,gallery214.com,10661022.0,2012-03-16,2012-04-21,36,3,spring,no,1,1
Galveston Art Lending Library,14003488,14735235,2018-07-14,2018-07-14,29.3080137,-94.7933802,2002 Avenue B,galveston,77550.0,,,2018-07-14,2018-07-14,0,7,summer,yes,2,0
Galveston Artist Residency,463673,1212828,2018-06-02,2018-07-21,29.3054588,-94.7972298,2521 Ship Mechanic Row Street,galveston,77550.0,galvestonartistresidency.org,9318937.0,2018-06-02,2018-07-21,49,6,summer,yes,46,71
Galveston Arts Center,151969,4036593,2009-07-11,2009-08-09,29.307313,-94.79295400000001,2127 Strand Street,galveston,77550.0,www.galvestonartscenter.org,425887.0,2009-07-11,2009-08-09,29,7,summer,yes,141,155
Galveston Historical Foundation,531185,7578564,2016-11-26,2017-12-17,29.308281,-94.7934747,2002 Strand Street,galveston,77550.0,,12620640.0,2016-11-26,2017-12-17,386,11,fall,no,1,1
George Bush Intercontinental Airport (IAH),13988980,8864063,2016-11-15,2016-11-15,29.965050399999996,-95.33704329999999,16930 John F Kennedy Boulevard,houston,77032.0,www.airport-houston.com,,2016-11-15,2016-11-15,0,11,fall,no,1,0
George H. Lewis and Sons Funeral Directors,720147,1405677,2013-05-18,2013-05-18,29.755721100000002,-95.4802541,1010 Bering Drive,houston,77057.0,,11019258.0,2013-05-18,2013-05-18,0,5,spring,yes,3,11
George R. Brown Convention Center,885693,5812647,2011-10-22,2011-10-22,29.7546985,-95.3569277,1001 Avenida de las Americas,houston,77010.0,www.houstonconventionctr.com,14046872.0,2011-10-22,2011-10-22,0,10,fall,yes,20,19
Gerald D. Hines Waterwall Park,5557121,14274438,2012-05-19,2012-05-20,29.737803999999997,-95.460759,2800 Post Oak Boulevard,houston,77056.0,www.uptown-houston.com/news/page/water-wall-park,857205.0,2012-05-19,2012-05-20,1,5,spring,yes,1,2
Glass Crescent,10068141,4246651,2019-04-13,2019-04-13,29.806246999999995,-95.379109,1609 Northwood Street,houston,77009.0,,,2019-04-13,2019-04-13,0,4,spring,no,1,0
Glasscock School of Continuing Studies (Rice University),938471,345578,2016-04-30,2016-04-30,29.714474,-95.406839,"6100 Main Street, Anderson-Clarke Center",houston,77005.0,,5840333.0,2016-04-30,2016-04-30,0,4,spring,no,3,5
Glassell School of Art,100974,14153503,2009-09-04,2009-11-15,29.727242999999998,-95.39274909999999,5101 Montrose Boulevard,houston,77006.0,www.mfah.org,1932094.0,2009-09-04,2009-11-15,72,9,fall,yes,80,175
Goldesberry Gallery,403964,14858902,2008-04-12,2008-04-26,29.7347647755102,-95.4190644081633,2625 Colquitt Street,houston,77098.0,www.goldesberrygallery.com,1537522.0,2008-04-12,2008-04-26,14,4,spring,no,43,68
Gray Contemporary,276569,476776,2015-02-13,2015-03-14,29.734622499999997,-95.4200989,3508 Lake Street,houston,77098.0,www.graycontemporary.com,8396430.0,2015-02-13,2015-03-14,29,2,winter,no,52,51
Green House Gallery,6011115,5565634,2008-10-03,2008-10-31,29.739007,-95.3886044,716 West Alabama Street,houston,77006.0,www.greenhouseartgallery.com,1408123.0,2008-10-03,2008-10-31,28,10,fall,yes,3,10
Gremillion & Co. Fine Art,627541,220855,2014-03-05,2014-03-05,29.7205549,-95.3934833,2501 Sunset Boulevard,houston,77005.0,www.gremillion.com,2212129.0,2014-03-05,2014-03-05,0,3,spring,no,66,48
HCC Spring Branch Campus Art Gallery,7301031,11453657,2019-02-19,2019-03-11,29.786364000000003,-95.5630962,1010 West Sam Houston Parkway North,houston,77043.0,www.hccs.edu/locations/northwest-college/spring-branch-campus/,14581333.0,2019-02-19,2019-03-11,20,2,winter,no,1,1
HCC Stafford Fine Arts Center Art Gallery,5733026,9088367,2018-10-01,2018-10-12,29.628908000000003,-95.5551392,9910 Cash Road,stafford,77477.0,www.hccs.edu/locations/southwest-college/stafford-campus/,10588068.0,2018-10-01,2018-10-12,11,10,fall,yes,3,1
HCC West Loop Campus Art Gallery,11357736,12059551,2018-08-23,2018-09-20,29.7213548,-95.45960090000001,5601 West Loop South,houston,77081.0,,3948447.0,2018-08-23,2018-09-20,28,8,summer,yes,3,2
HOMEcore,305452,11143361,2015-09-16,2015-10-28,29.7580702,-95.35060390000001,"2010 Commerce Street, Unit B",houston,77002.0,,318373.0,2015-09-16,2015-10-28,42,9,fall,yes,4,3
Hannah Bacol Busch Gallery,2989697,10815468,2011-12-15,2012-01-21,29.743557,-95.4105962,2501 South Shepherd Drive,houston,77019.0,,1045503.0,2011-12-15,2012-01-21,37,12,winter,no,1,1
Harambee Gallery in partnership with HTV @ City Hall Houston,5820635,10509382,2017-10-26,2018-01-11,29.760157300000003,-95.3715557,901 Bagby Street,houston,77002.0,harambeeartgallery.com/index.htm,14641957.0,2017-10-26,2018-01-11,77,10,fall,yes,1,1
Hardy & Nance Street Studio Complex,91539,4029071,2011-05-21,2011-05-21,29.7687124825535,-95.3512162978562,902 Hardy Street,houston,77020.0,nancestreetstudios.blogspot.com,2039476.0,2011-05-21,2011-05-21,0,5,spring,yes,43,81
Harris Gallery,364152,4362617,2011-09-17,2011-10-15,29.726225,-95.39201800000001,1100 Bissonnet Street,houston,77006.0,www.harrisgalleryhouston.com,1300135.0,2011-09-17,2011-10-15,28,9,fall,yes,9,9
Hartgrove Galleries,5364345,10393708,2017-04-22,2017-05-30,29.735347242424197,-95.4824273838384,5905 Winsome Lane,houston,77057.0,,2807498.0,2017-04-22,2017-05-30,38,4,spring,no,2,1
Heidi Vaughan Fine Art,1275779,14867376,2018-10-20,2018-11-24,29.7344352,-95.4200898,3510 Lake Street,houston,77098.0,vaughanmasonfineart.com,2807498.0,2018-10-20,2018-11-24,35,10,fall,yes,12,9
Heights Art Gallery,9584979,8762705,2012-05-12,2012-05-26,29.793570799999998,-95.4196554,3202 White Oak Drive,houston,77008.0,,1257066.0,2012-05-12,2012-05-26,14,5,spring,yes,1,8
Heights Art Studio and Gallery,837412,3536561,2012-09-29,2012-09-29,29.8112935714286,-95.3972181428571,214 East 27th Street,houston,77008.0,www.heightsartstudios.com,14596028.0,2012-09-29,2012-09-29,0,9,fall,yes,4,3
"Heights Contemporary Art Gallery, or H Gallery",4307230,1150052,2012-09-22,2012-09-22,29.802885244898,-95.40846316326531,617 West 19th Street,houston,77008.0,,16677275.0,2012-09-22,2012-09-22,0,9,fall,yes,1,1
Hellbox Gallery,157545,11533392,2015-09-09,2015-09-09,29.742694666666697,-95.4024456666667,1709 Westheimer Road,houston,77098.0,,12387742.0,2015-09-09,2015-09-09,0,9,fall,yes,17,24
Hello Lucky,1610986,12773559,2009-05-21,2009-06-20,29.789553333333302,-95.3879113333333,1025 Studewood Street,houston,77008.0,www.hello-lucky.com,11556352.0,2009-05-21,2009-06-20,30,5,spring,yes,19,46
Hello Project,1942380,1770792,2015-02-13,2015-03-14,29.7346746734694,-95.41997826530609,3508 Lake Street,houston,77098.0,helloprojectgallery.com,2194466.0,2015-02-13,2015-03-14,29,2,winter,no,13,21
Heritage Plaza Lobby,730696,881985,2015-01-28,2015-06-01,29.7591138979592,-95.3707293673469,1111 Bagby Street,houston,77002.0,,611751.0,2015-01-28,2015-06-01,124,1,winter,no,8,6
Hermann Park,1173851,8917048,2018-03-25,2018-05-20,29.714835600000004,-95.389314,6001 Fannin Street,houston,77030.0,www.hermannpark.org/hours.php,14000871.0,2018-03-25,2018-05-20,56,3,spring,no,4,3
Hermann Park Conservancy,9487797,14058025,2010-01-23,2011-01-31,29.720848999999998,-95.38887290000001,6201-A Golf Course Drive,houston,77030.0,www.hermannpark.org,16603596.0,2010-01-23,2011-01-31,373,1,winter,no,1,1
Hermann Park Golf Course,3489887,15425986,2009-12-04,2009-12-04,29.713707399999997,-95.3819023,2155 North Macgregor Drive,houston,77004.0,www.hermannparkgc.com,475887.0,2009-12-04,2009-12-04,0,12,winter,no,1,2
Herring Hall Auditorium (Rice University),9769973,6788753,2013-03-08,2013-03-08,29.7173941,-95.4018312,6100 Main Street,houston,77005.0,,650619.0,2013-03-08,2013-03-08,0,3,spring,no,1,3
Hilton Americas Houston,6649408,2936622,2012-09-25,2012-09-25,29.75154905,-95.3606511935232,1600 Lamar Street,houston,77010.0,www3.hilton.com/en/hotels/texas/hilton-americas-houston-HOUCVHH/index.html,1534988.0,2012-09-25,2012-09-25,0,9,fall,yes,1,2
Hines College of Architecture (UH),2679896,5449928,2011-09-30,2011-10-30,29.679304,-95.30392490000001,4200 Elgin Street,houston,77004.0,www.arch.uh.edu,2792619.0,2011-09-30,2011-10-30,30,9,fall,yes,12,8
Hiram Butler Gallery,48845,3708126,2009-09-19,2009-10-01,29.7676543469388,-95.4063963673469,4520 Blossom Street,houston,77007.0,www.devinbordenhirambutlergallery.com,9766595.0,2009-09-19,2009-10-01,12,9,fall,yes,124,95
Holocaust Museum Houston,1044647,11288393,2010-08-31,2010-08-31,29.725534000000003,-95.38587,"9220 Kirby Drive, Suite 100",houston,77054.0,www.hmh.org,10650904.0,2010-08-31,2010-08-31,0,8,summer,yes,29,25
Home Of Lionardo Matamores,8329573,8931364,2014-05-17,2014-05-17,29.78019775,-95.3656697083333,415 Quitman Street,houston,77009.0,www.vbbarts.org,359196.0,2014-05-17,2014-05-17,0,5,spring,yes,1,6
Home of Saul Banda,3932026,4531890,2015-12-05,2015-12-05,29.773439,-95.3544885,1511 Everett Street,houston,77009.0,,2176668.0,2015-12-05,2015-12-05,0,12,winter,no,1,11
Honors Commons (UH),10257038,13500511,2017-03-20,2017-03-20,29.720730100000004,-95.3423201,"4333 University Drive, MD Anderson Library #212",houston,77004.0,,,2017-03-20,2017-03-20,0,3,spring,no,4,0
Hooks-Epstein Galleries,509857,7535394,2018-04-07,2018-06-23,29.7347644693878,-95.41911951020408,2631 Colquitt Street,houston,77098.0,www.hooksepsteingalleries.com,14710623.0,2018-04-07,2018-06-23,77,4,spring,no,123,86
Hotel Ylem,7286297,10479217,2017-07-27,2017-07-27,29.693682199999998,-95.4157688,8080 Main Street,houston,77025.0,www.hotelylem.com,12683252.0,2017-07-27,2017-07-27,0,7,summer,yes,2,1
Houston Art Gallery & Boutique,788674,11926532,2019-06-01,2019-06-28,29.7715977,-95.60329770000001,"14520 Memorial Drive, #16F",houston,77079.0,,,2019-06-01,2019-06-28,27,6,summer,yes,2,0
Houston Center,10881663,4174713,2018-08-13,2018-08-24,29.756359999999997,-95.3654762,909 Fannin Street,houston,77010.0,houstoncenter.com/home.axis,1266453.0,2018-08-13,2018-08-24,11,8,summer,yes,1,1
Houston Center for Contemporary Craft,4575,10137684,2013-05-31,2013-09-08,29.730715804878002,-95.3858012682927,4848 Main Street,houston,77002.0,www.crafthouston.org,16459675.0,2013-05-31,2013-09-08,100,5,spring,yes,138,179
Houston Center for Photography,556662,6022610,2014-03-14,2014-03-14,29.738635367346898,-95.39646561224491,1441 West Alabama Street,houston,77006.0,www.hcponline.org,6239393.0,2014-03-14,2014-03-14,0,3,spring,no,127,196
Houston Cinema Arts Society,5694459,7637251,2010-11-14,2010-11-14,29.7329869,-95.3907429,"4409 Montrose Boulevard, Suite 150",houston,77006.0,cinemartsociety.org,14945.0,2010-11-14,2010-11-14,0,11,fall,no,3,7
Houston City Hall,1888145,2733986,2014-06-20,2014-10-01,29.760656,-95.369502,901 Bagby Street,houston,77002.0,www.houstontx.gov,832011.0,2014-06-20,2014-10-01,103,6,summer,yes,4,41
Houston Community College Building (HCC),8097883,16261516,2010-04-01,2010-04-25,29.7416605,-95.3770902,3100 Main Street,houston,77002.0,www.hccs.edu/portal/site/hccs,1134186.0,2010-04-01,2010-04-25,24,4,spring,no,1,4
Houston Community College Southwest (HCC SW),121032,11607508,2014-09-14,2014-10-10,29.7259882,-95.4604104,5601 West Loop South,houston,77081.0,southwest.hccs.edu,1178665.0,2014-09-14,2014-10-10,26,9,fall,yes,4,14
Houston Community College-Southeast (HCC Southeast),8007654,8369811,2011-11-06,2011-12-13,29.704264000000002,-95.29742957142858,6815 Rustic Street,houston,77087.0,,11338569.0,2011-11-06,2011-12-13,37,11,fall,no,3,2
Houston Fire Museum,15828711,9434903,2009-07-16,2009-09-19,29.7474414,-95.37478709999999,2403 Milam Street,houston,77006.0,www.houstonfiremuseum.org,53685.0,2009-07-16,2009-09-19,65,7,summer,yes,1,6
Houston Museum of African American Culture,229504,8298559,2016-02-12,2016-04-16,29.729702625,-95.382561,4807 Caroline Street,houston,77004.0,www.hmaac.org,11364310.0,2016-02-12,2016-04-16,64,2,winter,no,43,57
Houston Museum of Natural Science,1638716,10229094,2014-05-16,2014-05-16,29.719057300000003,-95.38137900000001,1 Hermann Circle Drive,houston,77030.0,www.hmns.org,1649232.0,2014-05-16,2014-05-16,0,5,spring,yes,3,2
Houston Police Officer’s Memorial,15851324,10025203,2018-10-11,2018-10-11,29.762838300000002,-95.38306740000002,1300 Memorial Drive,houston,77019.0,www.houstontx.gov/parks/artinparks/policeofficersmemorial.html,,2018-10-11,2018-10-11,0,10,fall,yes,1,0
Houston Re-Market,15583003,16101814,2012-04-28,2012-04-29,29.743330040816303,-95.3745276938776,2850 Fannin Street,houston,77002.0,,7736465.0,2012-04-28,2012-04-29,1,4,spring,no,1,4
Houston Ship Channel: Santa Anna Capture Site,6223245,16024616,2013-04-19,2013-04-19,29.5659005,-95.0448267,3194-3198 Washburn Tunnel,pasadena,77586.0,,9236534.0,2013-04-19,2013-04-19,0,4,spring,no,1,1
Houston Via Colori,14267050,11304257,2015-11-05,2015-11-05,29.7603571,-95.3693747,901 Bagby Street,houston,77002.0,,,2015-11-05,2015-11-05,0,11,fall,no,1,0
Houston Vineyard,11981128,538497,2018-03-24,2018-04-26,29.791011100000002,-95.38771240000001,1035 East 11th Street,houston,77009.0,www.houstonvineyard.org,,2018-03-24,2018-04-26,33,3,spring,no,1,0
Houston's First Baptist Church,1974570,4536201,2012-03-25,2012-04-15,29.7842287810097,-95.4587495034272,7401 Katy Freeway,houston,77024.0,,,2012-03-25,2012-04-15,21,3,spring,no,2,0
Hunter Gather,1555804,2959161,2016-07-21,2016-08-20,29.717055,-95.473347,"5320 Gulfton Street, Suite 15",houston,77081.0,www.huntergatherproject.com,9674672.0,2016-07-21,2016-08-20,30,7,summer,yes,15,18
Hunter Gorham Gallery,10364477,9902051,2012-08-11,2012-08-12,29.7416709,-95.43374720000001,1834 1/2 Westheimer Road,houston,77098.0,,8522451.0,2012-08-11,2012-08-12,1,8,summer,yes,1,1
Hyde Park Gallery,11454495,9770103,2014-06-12,2014-06-12,29.747456857142897,-95.38415842857141,115 Hyde Park Boulevard,houston,77006.0,www.hydeparkgallery.com,7071493.0,2014-06-12,2014-06-12,0,6,summer,yes,1,1
I610 Loop,14983315,3893837,2013-11-09,2013-11-10,29.813551,-95.3719679,610 North Loop West,houston,77009.0,,9236534.0,2013-11-09,2013-11-10,1,11,fall,no,1,1
ICA Open Studio Tour,8775262,6372939,2009-04-04,2009-04-04,29.7589382,-95.36769740000001,,houston,77007.0,www.innerartcorridor.org,12738263.0,2009-04-04,2009-04-04,0,4,spring,no,1,1
Imago Dei Gallery,15959204,750269,2017-04-05,2017-04-23,29.720657,-95.4167219,2525 Robinhood Street,houston,77005.0,www.imagodeigallery.com,7674019.0,2017-04-05,2017-04-23,18,4,spring,no,2,1
In Front of Sam Houston Park,2866564,4981263,2018-10-13,2018-10-14,29.760013,-95.370235,1000 Bagby Street,houston,77002.0,,,2018-10-13,2018-10-14,1,10,fall,yes,1,0
Independence Art Studios,9940977,4950257,2012-09-21,2012-09-21,29.837271457286402,-95.40532149246229,419 Janisch Road,houston,77018.0,www.independenceartstudios.com,15174715.0,2012-09-21,2012-09-21,0,9,fall,yes,2,1
Inferno Gallery (Rice University),328232,7898351,2016-11-10,2016-12-03,29.7173941,-95.4018312,6100 Main Street,houston,77005.0,matchbox.rice.edu,996877.0,2016-11-10,2016-12-03,23,11,fall,no,28,38
Inman Gallery,15964,13952082,2019-03-08,2019-04-27,29.7369951,-95.38054100000001,3901 Main Street,houston,77002.0,www.inmangallery.com,3441064.0,2019-03-08,2019-04-27,50,3,spring,no,117,63
Inman Gallery Annex,80166,5759561,2010-09-10,2010-10-23,29.7246365,-95.39056190000001,3917 Main Street,houston,77002.0,www.inmangallery.com,493167.0,2010-09-10,2010-10-23,43,9,fall,yes,4,19
Insomnia Gallery,10441506,1166499,2019-08-23,2019-08-24,29.7347805,-95.33198370000001,"708 Telephone Road, Suite C",houston,77023.0,www.theinsomniagallery.com,,2019-08-23,2019-08-24,1,8,summer,yes,1,0
Insomnia Video Games,457532,9783535,2017-02-12,2017-02-19,29.7347805,-95.3336252,708 Telephone Road,houston,77023.0,www.theinsomniagallery.com,3014614.0,2017-02-12,2017-02-19,7,2,winter,no,15,3
Installations Antiques,1006192,5731082,2013-02-08,2013-03-24,29.805936221758103,-95.4084008367992,611 West 22nd Street,houston,77008.0,www.installationsantiques.com/index.html,13930289.0,2013-02-08,2013-03-24,44,2,winter,no,1,1
International Modern Art Gallery,693987,1412195,2015-05-04,2015-07-31,29.7234,-95.403639,1802 Sunset Boulevard,houston,77005.0,www.imagallery.org,5776034.0,2015-05-04,2015-07-31,88,5,spring,yes,2,6
Intexure,2809148,15023014,2007-03-31,2007-04-30,29.7243695376884,-95.38037926633172,1815 Southmore Boulevard,houston,77004.0,,1209302.0,2007-03-31,2007-04-30,30,3,spring,no,1,7
Intuitive Eye Annex,10341374,4969381,2016-02-26,2016-03-06,29.791020500000002,-95.3871707,1125 East 11th Street,houston,77009.0,,12448637.0,2016-02-26,2016-03-06,9,2,winter,no,1,1
