event_uid,venue_uid,start_date,end_date,venue,lat,lon,address,city,zip,url,artist_uid,start_dt,end_dt,event_days,event_mth,season,flood_season
6245686,9976546,2009-07-11,2009-07-11,Winter Street Studios,29.77187045,-95.3798089149235,2101 Winter Street,houston,77007,www.winterstreetstudios.net,15319629,2009-07-11,2009-07-11,0,7,summer,yes
6246831,1212828,2012-04-21,2012-04-21,Galveston Artist Residency,29.3054588,-94.7972298,2521 Ship Mechanic Row Street,galveston,77550,galvestonartistresidency.org,10772355,2012-04-21,2012-04-21,0,4,spring,no
6246831,1212828,2012-04-21,2012-04-21,Galveston Artist Residency,29.3054588,-94.7972298,2521 Ship Mechanic Row Street,galveston,77550,galvestonartistresidency.org,12616330,2012-04-21,2012-04-21,0,4,spring,no
6248101,966651,2017-04-12,2017-05-31,Margolis Gallery (Congregation Beth Israel),29.6796586,-95.4674815,5600 North Braeswood Boulevard,houston,77096,www.beth-israel.org/public/pag275.aspx,NA,2017-04-12,2017-05-31,49,4,spring,no
6248221,6618085,2013-10-16,2013-10-16,Contemporary Arts Museum Houston,29.726739755102,-95.391116,5216 Montrose Boulevard,houston,77006,www.camh.org,6411134,2013-10-16,2013-10-16,0,10,fall,yes
6248933,113940,2009-07-11,2009-08-21,Buchanan Gallery,29.3033266,-94.7960163,220 25th Street,galveston,77550,www.buchanangallery.com,8659954,2009-07-11,2009-08-21,41,7,summer,yes
6248933,113940,2009-07-11,2009-08-21,Buchanan Gallery,29.3033266,-94.7960163,220 25th Street,galveston,77550,www.buchanangallery.com,13401496,2009-07-11,2009-08-21,41,7,summer,yes
6250090,11856697,2015-11-20,2016-01-09,Lawndale Art Center,29.7296227954545,-95.3866608181818,4912 Main Street,houston,77002,www.lawndaleartcenter.org,4602280,2015-11-20,2016-01-09,50,11,fall,no
6253025,6022610,2010-03-12,2010-04-25,Houston Center for Photography,29.7386353673469,-95.3964656122449,1441 West Alabama Street,houston,77006,www.hcponline.org,5311196,2010-03-12,2010-04-25,44,3,spring,no
6253025,6022610,2010-03-12,2010-04-25,Houston Center for Photography,29.7386353673469,-95.3964656122449,1441 West Alabama Street,houston,77006,www.hcponline.org,14317591,2010-03-12,2010-04-25,44,3,spring,no
6253025,6022610,2010-03-12,2010-04-25,Houston Center for Photography,29.7386353673469,-95.3964656122449,1441 West Alabama Street,houston,77006,www.hcponline.org,14424608,2010-03-12,2010-04-25,44,3,spring,no
6254413,4451265,2015-06-26,2015-08-09,Space HL,29.7395411,-95.3410013,1303 Cullen Boulevard,houston,77023,www.galleryhomeland.org,5206216,2015-06-26,2015-08-09,44,6,summer,yes
6254413,4451265,2015-06-26,2015-08-09,Space HL,29.7395411,-95.3410013,1303 Cullen Boulevard,houston,77023,www.galleryhomeland.org,14337483,2015-06-26,2015-08-09,44,6,summer,yes
6256152,1212828,2013-08-24,2013-10-19,Galveston Artist Residency,29.3054588,-94.7972298,2521 Ship Mechanic Row Street,galveston,77550,galvestonartistresidency.org,6380306,2013-08-24,2013-10-19,56,8,summer,yes
6256152,1212828,2013-08-24,2013-10-19,Galveston Artist Residency,29.3054588,-94.7972298,2521 Ship Mechanic Row Street,galveston,77550,galvestonartistresidency.org,6568590,2013-08-24,2013-10-19,56,8,summer,yes
6256990,113940,2009-06-06,2009-07-04,Buchanan Gallery,29.3033266,-94.7960163,220 25th Street,galveston,77550,www.buchanangallery.com,11008078,2009-06-06,2009-07-04,28,6,summer,yes
6264023,1959807,2010-05-22,2010-06-13,The Temporary Space,29.7681062244898,-95.3539984081633,1320 Nance Street,houston,77002,www.thetemporaryspace.com,1934423,2010-05-22,2010-06-13,22,5,spring,yes
6264023,1959807,2010-05-22,2010-06-13,The Temporary Space,29.7681062244898,-95.3539984081633,1320 Nance Street,houston,77002,www.thetemporaryspace.com,2071997,2010-05-22,2010-06-13,22,5,spring,yes
6264023,1959807,2010-05-22,2010-06-13,The Temporary Space,29.7681062244898,-95.3539984081633,1320 Nance Street,houston,77002,www.thetemporaryspace.com,6494502,2010-05-22,2010-06-13,22,5,spring,yes
6264023,1959807,2010-05-22,2010-06-13,The Temporary Space,29.7681062244898,-95.3539984081633,1320 Nance Street,houston,77002,www.thetemporaryspace.com,6906458,2010-05-22,2010-06-13,22,5,spring,yes
6264023,1959807,2010-05-22,2010-06-13,The Temporary Space,29.7681062244898,-95.3539984081633,1320 Nance Street,houston,77002,www.thetemporaryspace.com,7453606,2010-05-22,2010-06-13,22,5,spring,yes
6264023,1959807,2010-05-22,2010-06-13,The Temporary Space,29.7681062244898,-95.3539984081633,1320 Nance Street,houston,77002,www.thetemporaryspace.com,12610457,2010-05-22,2010-06-13,22,5,spring,yes
6264023,1959807,2010-05-22,2010-06-13,The Temporary Space,29.7681062244898,-95.3539984081633,1320 Nance Street,houston,77002,www.thetemporaryspace.com,13786315,2010-05-22,2010-06-13,22,5,spring,yes
6264023,1959807,2010-05-22,2010-06-13,The Temporary Space,29.7681062244898,-95.3539984081633,1320 Nance Street,houston,77002,www.thetemporaryspace.com,14675425,2010-05-22,2010-06-13,22,5,spring,yes
6264023,1959807,2010-05-22,2010-06-13,The Temporary Space,29.7681062244898,-95.3539984081633,1320 Nance Street,houston,77002,www.thetemporaryspace.com,15022333,2010-05-22,2010-06-13,22,5,spring,yes
6264023,1959807,2010-05-22,2010-06-13,The Temporary Space,29.7681062244898,-95.3539984081633,1320 Nance Street,houston,77002,www.thetemporaryspace.com,15796126,2010-05-22,2010-06-13,22,5,spring,yes
6264123,3708126,2007-09-01,2007-09-30,Hiram Butler Gallery,29.7676543469388,-95.4063963673469,4520 Blossom Street,houston,77007,www.devinbordenhirambutlergallery.com,8337738,2007-09-01,2007-09-30,29,9,fall,yes
6264123,3708126,2007-09-01,2007-09-30,Hiram Butler Gallery,29.7676543469388,-95.4063963673469,4520 Blossom Street,houston,77007,www.devinbordenhirambutlergallery.com,13091558,2007-09-01,2007-09-30,29,9,fall,yes
6264123,3708126,2007-09-01,2007-09-30,Hiram Butler Gallery,29.7676543469388,-95.4063963673469,4520 Blossom Street,houston,77007,www.devinbordenhirambutlergallery.com,16084909,2007-09-01,2007-09-30,29,9,fall,yes
6265026,10137684,2013-04-05,2013-05-26,Houston Center for Contemporary Craft,29.730715804878,-95.3858012682927,4848 Main Street,houston,77002,www.crafthouston.org,2058094,2013-04-05,2013-05-26,51,4,spring,no
6265026,10137684,2013-04-05,2013-05-26,Houston Center for Contemporary Craft,29.730715804878,-95.3858012682927,4848 Main Street,houston,77002,www.crafthouston.org,12720590,2013-04-05,2013-05-26,51,4,spring,no
6265026,10137684,2013-04-05,2013-05-26,Houston Center for Contemporary Craft,29.730715804878,-95.3858012682927,4848 Main Street,houston,77002,www.crafthouston.org,15279537,2013-04-05,2013-05-26,51,4,spring,no
6266155,2797286,2018-10-11,2018-11-10,Anya Tish Gallery,29.7331773877551,-95.3910081836735,4411 Montrose Boulevard,houston,77006,www.anyatishgallery.com,8690027,2018-10-11,2018-11-10,30,10,fall,yes
6266667,3555411,2010-10-23,2010-10-23,The Record Ranch Gallery (Cactus Music),29.7334905530965,-95.4108956164531,2110 Portsmouth Street,houston,77098,www.cactusmusictx.com,3662805,2010-10-23,2010-10-23,0,10,fall,yes
6266667,3555411,2010-10-23,2010-10-23,The Record Ranch Gallery (Cactus Music),29.7334905530965,-95.4108956164531,2110 Portsmouth Street,houston,77098,www.cactusmusictx.com,7119277,2010-10-23,2010-10-23,0,10,fall,yes
6266667,3555411,2010-10-23,2010-10-23,The Record Ranch Gallery (Cactus Music),29.7334905530965,-95.4108956164531,2110 Portsmouth Street,houston,77098,www.cactusmusictx.com,13795051,2010-10-23,2010-10-23,0,10,fall,yes
6266667,3555411,2010-10-23,2010-10-23,The Record Ranch Gallery (Cactus Music),29.7334905530965,-95.4108956164531,2110 Portsmouth Street,houston,77098,www.cactusmusictx.com,13864730,2010-10-23,2010-10-23,0,10,fall,yes
6267488,12640959,2011-02-11,2011-03-10,Annex Gallery (HCC Southwest),29.6244989,-95.5639523,"13645 Murphy Road, Suite 250",stafford,77477,southwest.hccs.edu/southwest,1296752,2011-02-11,2011-03-10,27,2,winter,no
6267488,12640959,2011-02-11,2011-03-10,Annex Gallery (HCC Southwest),29.6244989,-95.5639523,"13645 Murphy Road, Suite 250",stafford,77477,southwest.hccs.edu/southwest,2248599,2011-02-11,2011-03-10,27,2,winter,no
6267488,12640959,2011-02-11,2011-03-10,Annex Gallery (HCC Southwest),29.6244989,-95.5639523,"13645 Murphy Road, Suite 250",stafford,77477,southwest.hccs.edu/southwest,7010360,2011-02-11,2011-03-10,27,2,winter,no
6270757,6394891,2018-09-07,2018-11-01,"University of Houston, Clear Lake Art Gallery (UHCL)",29.5775782307692,-95.1066882307692,2700 Bay Area Boulevard,houston,77058,prtl.uhcl.edu/portal/page/portal/HSH/HOME/U,3895145,2018-09-07,2018-11-01,55,9,fall,yes
6272140,6569912,2007-05-11,2007-07-28,Blaffer Art Museum (UH),29.7223514,-95.3425217,"4173 Elgin Street, 120 Fine Arts Building",houston,77204,blafferartmuseum.org,3441064,2007-05-11,2007-07-28,78,5,spring,yes
6272445,13787030,2015-03-26,2015-03-28,4411 Montrose Boulevard,29.7331773877551,-95.3910081836735,4411 Montrose Boulevard,houston,77006,www.4411montrose.com,2488147,2015-03-26,2015-03-28,2,3,spring,no
6272445,13787030,2015-03-26,2015-03-28,4411 Montrose Boulevard,29.7331773877551,-95.3910081836735,4411 Montrose Boulevard,houston,77006,www.4411montrose.com,15489542,2015-03-26,2015-03-28,2,3,spring,no
6272445,13787030,2015-03-26,2015-03-28,4411 Montrose Boulevard,29.7331773877551,-95.3910081836735,4411 Montrose Boulevard,houston,77006,www.4411montrose.com,16490069,2015-03-26,2015-03-28,2,3,spring,no
6275454,6906371,2007-04-27,2007-05-26,Joan Wich & Company,29.7331773877551,-95.3910081836735,4411 Montrose Boulevard,houston,77006,www.joanwichgallery.com,10847717,2007-04-27,2007-05-26,29,4,spring,no
6276474,3352428,2017-11-18,2017-12-21,BLUEorange Contemporary,29.75338284,-95.39438396,1208 West Gray Street,houston,77019,blueorangehouston.com,1142059,2017-11-18,2017-12-21,33,11,fall,no
6283047,3708126,2010-11-06,2010-12-02,Hiram Butler Gallery,29.7676543469388,-95.4063963673469,4520 Blossom Street,houston,77007,www.devinbordenhirambutlergallery.com,3143972,2010-11-06,2010-12-02,26,11,fall,no
6283047,3708126,2010-11-06,2010-12-02,Hiram Butler Gallery,29.7676543469388,-95.4063963673469,4520 Blossom Street,houston,77007,www.devinbordenhirambutlergallery.com,11780689,2010-11-06,2010-12-02,26,11,fall,no
6284506,7729187,2010-01-16,2010-02-18,BOX 13 ArtSpace,29.7372928,-95.3081826,6700 Harrisburg Boulevard,houston,77001,www.box13artspace.com,2865703,2010-01-16,2010-02-18,33,1,winter,no
6284506,7729187,2010-01-16,2010-02-18,BOX 13 ArtSpace,29.7372928,-95.3081826,6700 Harrisburg Boulevard,houston,77001,www.box13artspace.com,10955182,2010-01-16,2010-02-18,33,1,winter,no
6284506,7729187,2010-01-16,2010-02-18,BOX 13 ArtSpace,29.7372928,-95.3081826,6700 Harrisburg Boulevard,houston,77001,www.box13artspace.com,12304582,2010-01-16,2010-02-18,33,1,winter,no
6284519,3708126,2012-12-01,2012-01-26,Hiram Butler Gallery,29.7676543469388,-95.4063963673469,4520 Blossom Street,houston,77007,www.devinbordenhirambutlergallery.com,3833833,2012-01-26,2012-12-01,310,1,winter,no
6285494,2930578,2017-03-24,2017-03-24,Paper and Space Artist Residency,29.7403343,-95.3899901,"615 Kipling Street, Unit 7",houston,77006,www.paperandspace.com,5571553,2017-03-24,2017-03-24,0,3,spring,no
6285572,14221280,2016-07-01,2016-07-23,Art League Houston,29.7507561428571,-95.3919823877551,1953 Montrose Boulevard,houston,77006,www.artleaguehouston.org,NA,2016-07-01,2016-07-23,22,7,summer,yes
6288635,75028,2010-02-25,2010-04-22,Canal Street Gallery,29.758776,-95.347585,2219 Canal Street,houston,77003,canalstreetgallery.com/joomla/index.php,1862973,2010-02-25,2010-04-22,56,2,winter,no
6288635,75028,2010-02-25,2010-04-22,Canal Street Gallery,29.758776,-95.347585,2219 Canal Street,houston,77003,canalstreetgallery.com/joomla/index.php,11513570,2010-02-25,2010-04-22,56,2,winter,no
6291124,14864515,2007-10-25,2007-12-20,Alliance Gallery (Houston Arts Alliance),29.759979,-95.400484,3201 Allen Parkway,houston,77019,www.houstonartsalliance.com/space125gallery/,NA,2007-10-25,2007-12-20,56,10,fall,yes
6293771,1153402,2012-08-10,2013-01-06,Menil Collection,29.737713,-95.3978528571429,1515 Sul Ross Street,houston,77006,www.menil.org,7148549,2012-08-10,2013-01-06,149,8,summer,yes
6293840,12330565,2008-06-21,2008-09-01,"Museum of Fine Arts, Houston (MFAH)",29.725938,-95.39462,1001 Bissonnet Street,houston,77005,www.mfah.org,NA,2008-06-21,2008-09-01,72,6,summer,yes
6294007,6450183,2012-04-03,2012-04-28,Jung Center,29.726832,-95.391116,5200 Montrose Boulevard,houston,77006,www.cgjunghouston.org,NA,2012-04-03,2012-04-28,25,4,spring,no
6295137,1077923,2014-10-07,2014-10-07,Aurora Picture Show,29.7272886610268,-95.4156053071649,2442 Bartlett Street,houston,77098,aurorapictureshow.org/pages/home.asp,7121880,2014-10-07,2014-10-07,0,10,fall,yes
6295137,1077923,2014-10-07,2014-10-07,Aurora Picture Show,29.7272886610268,-95.4156053071649,2442 Bartlett Street,houston,77098,aurorapictureshow.org/pages/home.asp,16029160,2014-10-07,2014-10-07,0,10,fall,yes
6296695,8714656,2011-06-04,2011-05-31,Sapori Ristorante,29.7357364,-95.5966294,"12225 Westheimer Road, #B",houston,77077,www.saporihouston.com,7651333,2011-05-31,2011-06-04,4,5,spring,yes
6296695,8714656,2011-06-04,2011-05-31,Sapori Ristorante,29.7357364,-95.5966294,"12225 Westheimer Road, #B",houston,77077,www.saporihouston.com,11876851,2011-05-31,2011-06-04,4,5,spring,yes
6296695,8714656,2011-06-04,2011-05-31,Sapori Ristorante,29.7357364,-95.5966294,"12225 Westheimer Road, #B",houston,77077,www.saporihouston.com,13675052,2011-05-31,2011-06-04,4,5,spring,yes
6296695,8714656,2011-06-04,2011-05-31,Sapori Ristorante,29.7357364,-95.5966294,"12225 Westheimer Road, #B",houston,77077,www.saporihouston.com,16162695,2011-05-31,2011-06-04,4,5,spring,yes
6301355,14858902,2009-12-05,2010-01-09,Goldesberry Gallery,29.7347647755102,-95.4190644081633,2625 Colquitt Street,houston,77098,www.goldesberrygallery.com,NA,2009-12-05,2010-01-09,35,12,winter,no
6302790,6569912,2019-01-11,2019-03-16,Blaffer Art Museum (UH),29.7223514,-95.3425217,"4173 Elgin Street, 120 Fine Arts Building",houston,77204,blafferartmuseum.org,7020747,2019-01-11,2019-03-16,64,1,winter,no
6303843,10439642,2018-12-07,2018-12-08,Cindy Lisica Gallery,29.7327623,-95.3907816,4411 Montrose Boulevard,houston,77006,cindy-lisica.squarespace.com,NA,2018-12-07,2018-12-08,1,12,winter,no
6305515,712212,2017-09-22,2017-11-11,David Shelton Gallery,29.7328175,-95.3908126,"4411 Montrose Boulevard, Suite B",houston,77006,davidsheltongallery.com,NA,2017-09-22,2017-11-11,50,9,fall,yes
6313601,2575785,2013-03-16,2013-03-16,14 Pews,29.8097397906977,-95.3893475116279,800 Aurora Street,houston,77009,14pews.org,NA,2013-03-16,2013-03-16,0,3,spring,no
6317286,10330916,2014-09-26,2014-11-22,Aurora Residency,29.7416709,-95.4337472,1834 1/2 Westheimer Road,houston,77098,NULL,NA,2014-09-26,2014-11-22,57,9,fall,yes
6319144,11597804,2016-10-08,2016-11-20,René Wiley Gallery,29.3049007,-94.7920566,2128 Postoffice Street,galveston,77550,www.renewileyart.com,15539769,2016-10-08,2016-11-20,43,10,fall,yes
6322157,3816741,2015-01-17,2015-02-21,Texas Gallery,29.7523955454545,-95.408722,2012 Peden Street,houston,77019,www.texgal.com,4730474,2015-01-17,2015-02-21,35,1,winter,no
6322373,8692473,2011-04-30,2011-06-04,Rudolph Blume Fine Art | ArtScan Gallery,29.7343485263158,-95.4060155263158,1836 Richmond Avenue,houston,77098,www.rudolphblume.com,524680,2011-04-30,2011-06-04,35,4,spring,no
6322788,16399049,2015-01-22,2015-03-07,Silver Street Studios,29.7712177,-95.3790448,2000 Edwards Street,houston,77007,home.fotofest.org,1667829,2015-01-22,2015-03-07,44,1,winter,no
6322788,16399049,2015-01-22,2015-03-07,Silver Street Studios,29.7712177,-95.3790448,2000 Edwards Street,houston,77007,home.fotofest.org,7223719,2015-01-22,2015-03-07,44,1,winter,no
6322788,16399049,2015-01-22,2015-03-07,Silver Street Studios,29.7712177,-95.3790448,2000 Edwards Street,houston,77007,home.fotofest.org,7567129,2015-01-22,2015-03-07,44,1,winter,no
6322788,16399049,2015-01-22,2015-03-07,Silver Street Studios,29.7712177,-95.3790448,2000 Edwards Street,houston,77007,home.fotofest.org,8628519,2015-01-22,2015-03-07,44,1,winter,no
6322788,16399049,2015-01-22,2015-03-07,Silver Street Studios,29.7712177,-95.3790448,2000 Edwards Street,houston,77007,home.fotofest.org,9101764,2015-01-22,2015-03-07,44,1,winter,no
6322788,16399049,2015-01-22,2015-03-07,Silver Street Studios,29.7712177,-95.3790448,2000 Edwards Street,houston,77007,home.fotofest.org,9332795,2015-01-22,2015-03-07,44,1,winter,no
6322788,16399049,2015-01-22,2015-03-07,Silver Street Studios,29.7712177,-95.3790448,2000 Edwards Street,houston,77007,home.fotofest.org,10282802,2015-01-22,2015-03-07,44,1,winter,no
6322788,16399049,2015-01-22,2015-03-07,Silver Street Studios,29.7712177,-95.3790448,2000 Edwards Street,houston,77007,home.fotofest.org,12700926,2015-01-22,2015-03-07,44,1,winter,no
6322788,16399049,2015-01-22,2015-03-07,Silver Street Studios,29.7712177,-95.3790448,2000 Edwards Street,houston,77007,home.fotofest.org,13025473,2015-01-22,2015-03-07,44,1,winter,no
6322788,16399049,2015-01-22,2015-03-07,Silver Street Studios,29.7712177,-95.3790448,2000 Edwards Street,houston,77007,home.fotofest.org,13054939,2015-01-22,2015-03-07,44,1,winter,no
6322788,16399049,2015-01-22,2015-03-07,Silver Street Studios,29.7712177,-95.3790448,2000 Edwards Street,houston,77007,home.fotofest.org,14844894,2015-01-22,2015-03-07,44,1,winter,no
6324097,3155723,2009-09-12,2009-10-17,Moody Gallery,29.734756,-95.421653,2815 Colquitt Street,houston,77098,www.moodygallery.com,6007373,2009-09-12,2009-10-17,35,9,fall,yes
6327160,10000716,2009-06-27,2009-07-02,Archway Gallery,29.7454775,-95.4018794,2305-A Dunlavy Street,houston,77006,www.archwaygallery.com,1159402,2009-06-27,2009-07-02,5,6,summer,yes
6327160,10000716,2009-06-27,2009-07-02,Archway Gallery,29.7454775,-95.4018794,2305-A Dunlavy Street,houston,77006,www.archwaygallery.com,8522942,2009-06-27,2009-07-02,5,6,summer,yes
6327160,10000716,2009-06-27,2009-07-02,Archway Gallery,29.7454775,-95.4018794,2305-A Dunlavy Street,houston,77006,www.archwaygallery.com,15396858,2009-06-27,2009-07-02,5,6,summer,yes
6327286,6618085,2012-05-24,2012-05-24,Contemporary Arts Museum Houston,29.726739755102,-95.391116,5216 Montrose Boulevard,houston,77006,www.camh.org,13866587,2012-05-24,2012-05-24,0,5,spring,yes
6327480,3550312,2016-02-17,2016-03-22,College of the Mainland Art Gallery (CoM),29.3958545,-94.9996207,1200 Amburn Road,texas city,77591,www.com.edu/arts-culture/gallery.php,3523859,2016-02-17,2016-03-22,34,2,winter,no
6327480,3550312,2016-02-17,2016-03-22,College of the Mainland Art Gallery (CoM),29.3958545,-94.9996207,1200 Amburn Road,texas city,77591,www.com.edu/arts-culture/gallery.php,4872485,2016-02-17,2016-03-22,34,2,winter,no
6327480,3550312,2016-02-17,2016-03-22,College of the Mainland Art Gallery (CoM),29.3958545,-94.9996207,1200 Amburn Road,texas city,77591,www.com.edu/arts-culture/gallery.php,5115193,2016-02-17,2016-03-22,34,2,winter,no
6327480,3550312,2016-02-17,2016-03-22,College of the Mainland Art Gallery (CoM),29.3958545,-94.9996207,1200 Amburn Road,texas city,77591,www.com.edu/arts-culture/gallery.php,7816262,2016-02-17,2016-03-22,34,2,winter,no
6327480,3550312,2016-02-17,2016-03-22,College of the Mainland Art Gallery (CoM),29.3958545,-94.9996207,1200 Amburn Road,texas city,77591,www.com.edu/arts-culture/gallery.php,8710403,2016-02-17,2016-03-22,34,2,winter,no
6327480,3550312,2016-02-17,2016-03-22,College of the Mainland Art Gallery (CoM),29.3958545,-94.9996207,1200 Amburn Road,texas city,77591,www.com.edu/arts-culture/gallery.php,10020792,2016-02-17,2016-03-22,34,2,winter,no
6327480,3550312,2016-02-17,2016-03-22,College of the Mainland Art Gallery (CoM),29.3958545,-94.9996207,1200 Amburn Road,texas city,77591,www.com.edu/arts-culture/gallery.php,14379419,2016-02-17,2016-03-22,34,2,winter,no
6331959,2797286,2010-03-19,2010-04-17,Anya Tish Gallery,29.7331773877551,-95.3910081836735,4411 Montrose Boulevard,houston,77006,www.anyatishgallery.com,13686123,2010-03-19,2010-04-17,29,3,spring,no
6335590,4024092,2014-09-06,2014-10-01,Bea Ying Projects Pop-Up Gallery,29.7816846107781,-95.3735544999994,1606 White Oak Drive,houston,77009,beayingprojects.com,2264129,2014-09-06,2014-10-01,25,9,fall,yes
6335900,4334497,2013-01-25,2013-01-25,Station Museum of Contemporary Art,29.725085,-95.3554069,1502 Alabama Street,houston,77004,www.stationmuseum.com,6514085,2013-01-25,2013-01-25,0,1,winter,no
6335900,4334497,2013-01-25,2013-01-25,Station Museum of Contemporary Art,29.725085,-95.3554069,1502 Alabama Street,houston,77004,www.stationmuseum.com,13758437,2013-01-25,2013-01-25,0,1,winter,no
6335900,4334497,2013-01-25,2013-01-25,Station Museum of Contemporary Art,29.725085,-95.3554069,1502 Alabama Street,houston,77004,www.stationmuseum.com,15789203,2013-01-25,2013-01-25,0,1,winter,no
6335924,10137684,2015-05-09,2015-08-29,Houston Center for Contemporary Craft,29.730715804878,-95.3858012682927,4848 Main Street,houston,77002,www.crafthouston.org,NA,2015-05-09,2015-08-29,112,5,spring,yes
6337288,6125238,2014-09-11,2014-10-18,Gallery Jatad,29.7296256326531,-95.3799038163265,1517 Blodgett Street,houston,77004,galleryjatad.com,4310798,2014-09-11,2014-10-18,37,9,fall,yes
6338008,15797266,2016-02-27,2016-03-26,Catherine Couturier Gallery,29.7347642653061,-95.419156244898,2635 Colquitt Street,houston,77098,www.johnclearygallery.com,4021310,2016-02-27,2016-03-26,28,2,winter,no
6338305,7729187,2016-06-03,2016-06-03,BOX 13 ArtSpace,29.7372928,-95.3081826,6700 Harrisburg Boulevard,houston,77001,www.box13artspace.com,8968713,2016-06-03,2016-06-03,0,6,summer,yes
6338549,8848008,2008-09-27,2008-10-24,Domy Books,29.7426946666667,-95.4024456666667,1709 Westheimer Road,houston,77098,www.domystore.com,7737339,2008-09-27,2008-10-24,27,9,fall,yes
6338606,14221280,2018-09-07,2018-11-03,Art League Houston,29.7507561428571,-95.3919823877551,1953 Montrose Boulevard,houston,77006,www.artleaguehouston.org,12856821,2018-09-07,2018-11-03,57,9,fall,yes
6339659,2959161,2014-11-13,2015-01-10,Hunter Gather,29.717055,-95.473347,"5320 Gulfton Street, Suite 15",houston,77081,www.huntergatherproject.com,4014364,2014-11-13,2015-01-10,58,11,fall,no
6341010,4529008,2014-07-24,2014-08-30,Public House Heights,29.7816982571429,-95.3882963,2802 White Oak Drive,houston,77007,publichouseheights.com,12937425,2014-07-24,2014-08-30,37,7,summer,yes
6341284,13360907,2018-03-06,2018-04-12,Bosque Gallery (LSC CyFair),29.9107329,-95.6900105,"9191 Barker Cypress Road, Suite 101",cypress,77433,cyfair.lonestar.edu/bosquegallery,7438344,2018-03-06,2018-04-12,37,3,spring,no
6341661,14312615,2017-01-16,2017-02-25,Contemporary Art Gallery (Houston Baptist University),29.6929877,-95.5147577,7502 Fondren Road,houston,77074,www.hbu.edu/About-HBU/The-Campus/Facilities/University-Academic-Center/UAC-Art-Gallery.aspx,12693445,2017-01-16,2017-02-25,40,1,winter,no
6342408,6935439,2012-02-09,2012-02-09,Barnevelder Movement Arts Complex,29.7551722,-95.3503068,2201 Preston Street,houston,77003,www.barnevelder.org,3286419,2012-02-09,2012-02-09,0,2,winter,no
6342408,6935439,2012-02-09,2012-02-09,Barnevelder Movement Arts Complex,29.7551722,-95.3503068,2201 Preston Street,houston,77003,www.barnevelder.org,12774824,2012-02-09,2012-02-09,0,2,winter,no
6342878,1540059,2017-10-25,2017-11-30,Williams Tower Gallery,29.737804,-95.460759,2800 Post Oak Boulevard,houston,77056,NULL,NA,2017-10-25,2017-11-30,36,10,fall,yes
6342961,9960048,2015-01-15,2015-05-16,Pearl Fincher Museum of Fine Arts,30.0129467,-95.5101669,6815 Cypresswood Drive,spring,77379,www.pearlmfa.org,9348967,2015-01-15,2015-05-16,121,1,winter,no
6344304,1077923,2013-08-24,2013-08-24,Aurora Picture Show,29.7272886610268,-95.4156053071649,2442 Bartlett Street,houston,77098,aurorapictureshow.org/pages/home.asp,817010,2013-08-24,2013-08-24,0,8,summer,yes
6344304,1077923,2013-08-24,2013-08-24,Aurora Picture Show,29.7272886610268,-95.4156053071649,2442 Bartlett Street,houston,77098,aurorapictureshow.org/pages/home.asp,2076511,2013-08-24,2013-08-24,0,8,summer,yes
6344304,1077923,2013-08-24,2013-08-24,Aurora Picture Show,29.7272886610268,-95.4156053071649,2442 Bartlett Street,houston,77098,aurorapictureshow.org/pages/home.asp,8413036,2013-08-24,2013-08-24,0,8,summer,yes
6344304,1077923,2013-08-24,2013-08-24,Aurora Picture Show,29.7272886610268,-95.4156053071649,2442 Bartlett Street,houston,77098,aurorapictureshow.org/pages/home.asp,10703660,2013-08-24,2013-08-24,0,8,summer,yes
6344304,1077923,2013-08-24,2013-08-24,Aurora Picture Show,29.7272886610268,-95.4156053071649,2442 Bartlett Street,houston,77098,aurorapictureshow.org/pages/home.asp,11953396,2013-08-24,2013-08-24,0,8,summer,yes
6344304,1077923,2013-08-24,2013-08-24,Aurora Picture Show,29.7272886610268,-95.4156053071649,2442 Bartlett Street,houston,77098,aurorapictureshow.org/pages/home.asp,12923524,2013-08-24,2013-08-24,0,8,summer,yes
6345205,7898351,2014-02-13,2014-02-23,Inferno Gallery (Rice University),29.7173941,-95.4018312,6100 Main Street,houston,77005,matchbox.rice.edu,14498957,2014-02-13,2014-02-23,10,2,winter,no
6346347,12757578,2019-05-04,2019-06-15,Deborah Colton Gallery,29.7277956,-95.41597,2445 North Boulevard,houston,77098,www.deborahcoltongallery.com,4583410,2019-05-04,2019-06-15,42,5,spring,yes
6346406,14207979,2018-10-26,2018-11-04,Bill's Junk,29.7909195510204,-95.3872143061224,1125 East 11th Street,houston,77009,www.billdavenport.com/junkstore/junkstore.html,15831345,2018-10-26,2018-11-04,9,10,fall,yes
6350613,2857335,2011-04-02,2011-04-30,G Gallery,29.7910235,-95.3949771,301 East 11 Street,houston,77008,www.ggalleryhouston.com,10654045,2011-04-02,2011-04-30,28,4,spring,no
6352243,9743125,2012-04-13,2012-05-31,Devin Borden Gallery,29.7367831,-95.3828569,3909 Main Street,houston,77002,www.devinborden.com,53685,2012-04-13,2012-05-31,48,4,spring,no
6352243,9743125,2012-04-13,2012-05-31,Devin Borden Gallery,29.7367831,-95.3828569,3909 Main Street,houston,77002,www.devinborden.com,4448537,2012-04-13,2012-05-31,48,4,spring,no
6352243,9743125,2012-04-13,2012-05-31,Devin Borden Gallery,29.7367831,-95.3828569,3909 Main Street,houston,77002,www.devinborden.com,5397302,2012-04-13,2012-05-31,48,4,spring,no
