index,latitude,longitude,MLsaysSciJob,altitude,geometry,commpany_searched_for,name,numberTimesCompanySeen,FALSE,FALSE2,KeyWord,place_id,types,address,reference,photos,industry,rating_x,id
2393,29.5510461,-95.0863349,1,,Point,Md+Anderson+Cancer+Center+Houston+Texas,MD Anderson Cancer Center,1,,0,physics,ChIJi4RrigmdQIYR5Z6zQ6xNJiE,"hospital,health,point_of_interest,establishment","18100 St John Dr, Houston, TX 77058, United States",CmRRAAAA3WHDZt-Tb05uuiB31NTMRthBzM_aND4VGJR9YoKiK10apPSZx12FL99z3PHpKIZA221P9gQYyUP2l3hLrq2DkYBDJUCHFa4dWyggArOx3QGVKmLR6CetvJngGSSr4JzNEhAD8XYD-76pGpGKL5l3tefFGhTtxp6WPR8aA07a-tfSOR0Z829Mkg,,space,4,2f9c539662b9b0ee74008b0cd377695ba092398a
2394,29.686116,-95.389624,1,,Point,Md+Anderson+Cancer+Center+Houston+Texas,MD Anderson Cancer Center Blood Bank,1,,0,physics,ChIJa0HzRfm_QIYRB_g8Z9DpPGQ,"health,point_of_interest,establishment","2555 Holly Hall St, Houston, TX 77054, United States",CmRRAAAANZ0OyoR5dcbToDkngTIXpZVudERmN3MUggm7yWxC7wOjJI03daL9fmKlPfzuwLJOAcHoUQMFtBZii3YXgasNqClYztEcgQfhSxYFrk9ZyLw3FRSt-mpE_t1_mKbAHNjDEhASYkm_h2vMN3wLmA1QfVlEGhQhk3wyUmw4i9f9dmnpIzLhNr_UGg,,space,5,397871947735e34049327cd71e405cb0010d94c8
3038,29.7071962,-95.3966904,1,,Point,Md+Anderson+Cancer+Center+Houston+Texas,The University of Texas MD Anderson Cancer Center: Baumann Donald P MD,1,,0,Scientist,ChIJ3ZBLN3TAQIYR8Xul1loXVBg,"doctor,hospital,health,point_of_interest,establishment","1515 Holcombe Blvd #853, Houston, TX 77030, United States",CmRRAAAAqJX7QCLZH0M1E-x-m1R3qZdoX4mNbB3vgnUAxyeA8ZDy2v5fK82itOQd5k1BnlqGiJkLNegvxBtEB4w1pSwVcA0ay5kgO8Xg1dNLQd5151Dk_luThN3LGHOItKYaz_Z0EhBJIdbNRnBUWu-Li0YgnQwtGhTXoiKs9vKnLFGmT76gKOu3Tz0UNw,,other,4.5,463efb463d131f84aae6b9599cf227111a20f7fc
3039,29.8456139,-95.5133301,1,,Point,Md+Anderson+Cancer+Center+Houston+Texas,M D Anderson Cancer Center,1,,0,Scientist,ChIJAaRtbZvFQIYRx_uWE0R_csw,"health,point_of_interest,establishment","5610 Guhn Rd, Houston, TX 77040, United States",CmRSAAAA-ulWW5C1GUIVX9Ry3PQ_w1d5z4RnHdsSCIWv6DqtpQZOPxU7gHC_UOAnTGJ8PwsMjDz7HrrscuXeMD3_oWbnH5Zdv06TzJ02fT2zinIJpD-Z-sPl1XyUWiUPnGU68cVrEhB4FL0oZ9E2W5hWzphOCK7WGhShj1dpm3M28R_5sIDzHlDrsotXSA,,other,1,077d95534fbf54896785716a7945dc5cd5ce0af3
3040,29.7007669,-95.3984385,1,,Point,Md+Anderson+Cancer+Center+Houston+Texas,MD Anderson Cancer Center,1,,0,Scientist,ChIJg5VqZgvAQIYRGGyfcLVgMio,"point_of_interest,establishment","7007 Bertner Ave, Houston, TX 77030, United States",CmRRAAAAsvOTbw6kKs2CNc-7yAHymSY_tMykvsNwfI-bLw49ZttcU62BKCAJyaynqGY7J-DeAKN0Aet7wYsMdsORu9sXHOWk_ksE4cwS9e05FRqwpF8kA1O-ipOTXxEvG5pfDFdSEhAZv1fzN6urkr_xweIm0qsBGhSNSKk5jd5WiQLkoKiWt08OXhXeeA,"854|CoQBdwAAAGuCnvGhfuIK3UWoroDnKr0v_-OPbWJLwWSZuQnGXsJD7WiHLToFThX7rSmA68m4LroWCufc3c0u1RS7YUNC97bh0DYkiYNIk7Aat8Oop6654VhfZ8C0UFvubRYOcrkOhJiAblsGxmeUqQAYx5Hp94mgBGHNWKIRXNJJMk-Em4Q0EhD95Oh3C4UsYzfAgyxYC41vGhT9DhppmrA-AUb33MIuZNNq-yc4-A|<a href=""https://maps.google.com/maps/contrib/108223157380149324998/photos"">Anna Witas</a>|1200",other,4.4,d39a049b3d2a45d6bd974520df21deb93830ff70
3041,29.7048364,-95.3965898,1,,Point,Md+Anderson+Cancer+Center+Houston+Texas,MD Anderson Research Medical Library,1,,0,Scientist,ChIJ9z_u-HTAQIYRAt8iIfRSlz8,"library,point_of_interest,establishment","1400 Pressler St, Houston, TX 77030, United States",CmRRAAAAEgbh-KK7zAS5q-9Zl9tGk6my083br07VyIkKX4m7sKsT0yFvW0cn27TSsx5uAedb61qtBEh1MnCwNz8RXdzX5Wl7KXHZpDn66FICJ94LJm4IuQWKqENPcK0hCxkQVi1EEhBEhzhLiUDmiqbGgkIOzwmfGhQFwjvh-McGLJSUF6iQgl3TRgO2dw,,other,4,c453fe9bcc81fc6f961ee8d424bd1755729890fd
3042,29.705711,-95.4033849,1,,Point,Md+Anderson+Cancer+Center+Houston+Texas,M. D. Anderson Cancer Center Children's Art Project,1,,0,Scientist,ChIJ3QrvaHLAQIYRzLu7la8aEBU,"university,store,point_of_interest,establishment","6900 Fannin St, Houston, TX 77030, United States",CmRRAAAACFMZX6podsJ9cRtqOtNoS94XKMn2tp1fACzor6A4ZThT6QE-TVzwtaGSUhmzROQb8eG63_wBjZMbIYHkbqj0OBrKAl0ezUyWbayXwLFmkU8Z-8zkVqVe2Uore95vxIq-EhCewog3c457xjmFUK9khaK5GhTMOieHgFOVCFl2iOuSLDmQBQ6h-w,"5312|CoQBdwAAAHIV3Nw4DzoMDlwwRvzT6q2AbGJWsmM4Uma19HAQyROvLZVNdR3ABahdXwpJ3VVk8NXWKmzypkInkZ5m0BOmrZe3dmcBvL-j3ALzKaUDyAs2SItke4ZzOSrKlwByqUzJh75plg0n3MJmohd5pw4QhVMmix_0ZJjI9WIefvIUymRrEhDlLW7g5uqDovAgXpUw2G8BGhR6Q34__ZU40yxpArE2DWH6guIoTA|<a href=""https://maps.google.com/maps/contrib/100159749871503978175/photos"">Eva V‡zquez</a>|2988",other,5,0e1299970abf92c8861e96d21ea446924f8622d8
3043,29.7046338,-95.4010406,1,,Point,Md+Anderson+Cancer+Center+Houston+Texas,MD Anderson Cancer Prevention Center,1,,0,Scientist,ChIJ3ZBLN3TAQIYRCzuT0mtpm9A,"hospital,doctor,health,point_of_interest,establishment","1155 Pressler St #1322, Houston, TX 77030, United States",CmRSAAAAn3QFNYhrRSEAh4wUKvbJkGeZFaZQTVd6n-AUqB7en7ZE7sI2g7FU1NTcXmmu5-UbYHd7nF90EixhAziKus5du8sCtAGut_ZAcYSuxHYyFLwBlAwXjrqQpIFqYfJRI1i5EhBSgo_3DC3rL8S_eZtSB0wLGhQSM128uc5z_IXCP3UQT9p6DsReHQ,"3264|CoQBdwAAAIn6vz7q7OotP8gKD6SvHK6yg4EIcIkIijAl5KPdBAsTC3MdkBlUYhU9CVVej-nQD_fcCDBu4yNw3s00ETdmLrqrLbGP_4fa3mEQuKTL3iJ__Vds5aSmWzFamEZIOI9l98nDbkxtYIujrdEUsygzMXn49kXJMIv0euIWdXqnXjV4EhD5ay9DoiaA4qxjgEpuxT-YGhSJJO9ekhGqAxhaiD_B93d2xSorBg|<a href=""https://maps.google.com/maps/contrib/106298369955025694683/photos"">Jonathan Cole</a>|2448",other,3.1,17656c6d1ed918ddad106df1b21b5647ed1c2d8a
3044,29.5510461,-95.0863349,1,,Point,Md+Anderson+Cancer+Center+Houston+Texas,MD Anderson Cancer Center,1,,0,Scientist,ChIJi4RrigmdQIYR5Z6zQ6xNJiE,"hospital,health,point_of_interest,establishment","18100 St John Dr, Houston, TX 77058, United States",CmRRAAAAS5DhY3JunWRTFx3D3SCJuS8CeVGgzaCwaHAdz5iSNvLf7gQ5iTayj7VA-1DhYotSo0B8zB5_oWdddn5WCjkKcizHkFSXywBpEC-zfv9VwnAlwShpkufMyPhCYKVSxL0rEhBLHrZKUgAQrpUi5oIMscFXGhT9O0tExH9dCp7i1a9LhfM4g8tfuQ,,other,4,2f9c539662b9b0ee74008b0cd377695ba092398a
3045,29.686116,-95.389624,1,,Point,Md+Anderson+Cancer+Center+Houston+Texas,MD Anderson Cancer Center Blood Bank,1,,0,Scientist,ChIJa0HzRfm_QIYRB_g8Z9DpPGQ,"health,point_of_interest,establishment","2555 Holly Hall St, Houston, TX 77054, United States",CmRRAAAAWXPrGRoKyp9F3MSE_gUZHTjAbzytC7binEInklg1x_U-lwfabM3AB1ij9Ra5wsB_zQSruiHPobYsUVkSnFiNj2Dq0nX6SBMfzZVmmHkSpKbAJX6CrLU4T3_ZuJhPTUioEhB1P9gO97BcrdRuIf2AvvJRGhSulrFyqMudtwJGl3MMQ9uhVZMCdw,,other,5,397871947735e34049327cd71e405cb0010d94c8
3309,29.7071962,-95.3966904,1,,Point,Md+Anderson+Cancer+Center+Houston+Texas,The University of Texas MD Anderson Cancer Center: Baumann Donald P MD,1,,0,STEM,ChIJ3ZBLN3TAQIYR8Xul1loXVBg,"doctor,hospital,health,point_of_interest,establishment","1515 Holcombe Blvd #853, Houston, TX 77030, United States",CmRRAAAARtWBr8sAOBEHpvrdRRUKkxBQw4ADplVY2p579J_A65D54XkmxAwsfqvQU0W_qXlelheFWu3lo2V06Z5GOVHr0abk2X_VHSR8pCtn71zf1RR6i8dyCQSNouHJQHTkJB-hEhAmTZUcFM7xNaBieObCjAodGhT977MTrHLCCWr4JTbRUDMCXRgLow,,health,4.5,463efb463d131f84aae6b9599cf227111a20f7fc
3310,29.7007669,-95.3984385,1,,Point,Md+Anderson+Cancer+Center+Houston+Texas,MD Anderson Cancer Center,1,,0,STEM,ChIJg5VqZgvAQIYRGGyfcLVgMio,"point_of_interest,establishment","7007 Bertner Ave, Houston, TX 77030, United States",CmRRAAAAPjjNGu85uLfyPiAyIq0eMv0DzuZ8-Ag6Ahy1i1hWe6aKHSiQrXh1AQJxW5FkO95GIJGDQ5QHT2W0o8-gM93eS5OxoUp2gYvDChTb-9pVKq2qJ--KGYQYkLPI37KR1A-mEhADncsKlrwrsNcEg19mPrGYGhTZrQ9cWPV0jkBbc1adjCieRTH0NQ,"854|CoQBdwAAAEh3abOonfhABgSZYjQVPvwGhnquPhMpsjrVcWUkbwKNvhmKDQ0MByTMZnIwuOcLAITBaTBECNexuR4sfFGm-dZEtphl7gaRSDznhYtuKSidQf9QsSBtwxfa7A4skrwwykeCWQxUHvt59LuTVEG6hclyDuho3VSnJjO2TpVZmMpaEhDp_sBn9UeRoNdNgW2iG2qQGhR31NnGqUIL9XAd4wdlRKi0L2n6QA|<a href=""https://maps.google.com/maps/contrib/108223157380149324998/photos"">Anna Witas</a>|1200",health,4.4,d39a049b3d2a45d6bd974520df21deb93830ff70
3311,29.7048364,-95.3965898,1,,Point,Md+Anderson+Cancer+Center+Houston+Texas,MD Anderson Research Medical Library,1,,0,STEM,ChIJ9z_u-HTAQIYRAt8iIfRSlz8,"library,point_of_interest,establishment","1400 Pressler St, Houston, TX 77030, United States",CmRRAAAAufpaUps09tFnFy81R2vJLHtbghTG1Cv4Yf_lnT5vxPtweeQmU8VQvlvD0M2qwXs6qai-2_Oe9AKszhczUM65PnHhhWIkLVO6xynZxhU0v9a_kL63ObAHYRCNgk5Cd3BdEhA_Jt7nxv3fo1YFjDoNXwddGhQY7WDqch11cSSEFxd53gwyzr9rgg,,health,4,c453fe9bcc81fc6f961ee8d424bd1755729890fd
3312,29.705711,-95.4033849,1,,Point,Md+Anderson+Cancer+Center+Houston+Texas,M. D. Anderson Cancer Center Children's Art Project,1,,0,STEM,ChIJ3QrvaHLAQIYRzLu7la8aEBU,"university,store,point_of_interest,establishment","6900 Fannin St, Houston, TX 77030, United States",CmRRAAAA3BOAH09DOuWiCkOiVCiCILm78AM1Z4-H3t5qOH-tL8d72dzbKrS8_5YzguOSxpDcdjFpEbnEu8rvfySRGyunqlS9IRIoO3WzfB2injPGXGYT5Vbm3MOD6o_oeOO998-xEhC-jSpoL02IuN0mRXReWNp5GhR_q4LqDX2wkelxjgI3z6MPzhUGmg,"5312|CoQBdwAAAPBc2nBtmaWO-PNrnMhU2vlsG5ILkZxIVTbK2rc5nVfKUsqLutNMrGVq19LV0tn7Ux4hkWZyDaKOzfv0VVct7L10fS-COdl7IIFvzUmAAm4utkrdMDnz7r3VYw_Usinj4kksJ7dYvVHj3EVDyIJ_e7EXVMuldow0icc4YqXR3zEnEhCGAl9JRtew0LA-9tBvqJ5zGhQBtIOesIKvtO3ZXARElC9ww4aRjA|<a href=""https://maps.google.com/maps/contrib/100159749871503978175/photos"">Eva V‡zquez</a>|2988",health,5,0e1299970abf92c8861e96d21ea446924f8622d8
3313,29.686116,-95.389624,1,,Point,Md+Anderson+Cancer+Center+Houston+Texas,MD Anderson Cancer Center Blood Bank,1,,0,STEM,ChIJa0HzRfm_QIYRB_g8Z9DpPGQ,"health,point_of_interest,establishment","2555 Holly Hall St, Houston, TX 77054, United States",CmRRAAAAVOvfKPyz5Ix9UNKWiyxTeRCsccsO5_hKz8aSyg4tYvaoab1hN-mKVqQJaUoFDbOZbkP6HJ7J1YYQ_mK16g2KloLsXvYhsrhHzkWY6lQS7qXuFgOmpRp8OJd6gP69v9FEEhCloO_lGpz6z8cSjNYYEIJjGhQ296RDPQGvx_-KFB8p03K3tNT_fQ,,health,5,397871947735e34049327cd71e405cb0010d94c8
3314,29.7046338,-95.4010406,1,,Point,Md+Anderson+Cancer+Center+Houston+Texas,MD Anderson Cancer Prevention Center,1,,0,STEM,ChIJ3ZBLN3TAQIYRCzuT0mtpm9A,"hospital,doctor,health,point_of_interest,establishment","1155 Pressler St #1322, Houston, TX 77030, United States",CmRSAAAA7RwUnFFC6Clh9pVaVVkwpHm_HZOpGW9mq_YW68x0E4Ua5XypLxshu8XCSPXlPW9Trggg-2caE-2s-2VQdIia9TBeenwb4Jn5_Q6_gsP5fPcS2kSGUbJoIx4X42ltf6hQEhAC3KX_Ae5jStZGuJOZjiqkGhTbCDr1Kzg6rKL0GbXyu2Zn6hwtig,"3264|CoQBdwAAAIuxwHXQT6MibX7F8Dkhjp4_qSyBVbAu7D7b1Si8jRibqv4Not-2QqAzlQ14_AcGyfBvGIoVEdD0lBfa2uL3npY-RtkJpZgHGTPkQHGeSzwxR6mEwoPNqhUUxCW9ynRWvctWuD-L-IMEfV3co410K-dsxrGpZALvIQbsmi0bJB_vEhDYhCYE-ojifXrKQGwY2eM2GhSuzVWf1gZHu0UVAtjMvp92sZQAWA|<a href=""https://maps.google.com/maps/contrib/106298369955025694683/photos"">Jonathan Cole</a>|2448",health,3.1,17656c6d1ed918ddad106df1b21b5647ed1c2d8a
3392,29.7071962,-95.3966904,1,,Point,Md+Anderson+Cancer+Center+Houston+Texas,The University of Texas MD Anderson Cancer Center: Baumann Donald P MD,1,,0,chemistry,ChIJ3ZBLN3TAQIYR8Xul1loXVBg,"doctor,hospital,health,point_of_interest,establishment","1515 Holcombe Blvd #853, Houston, TX 77030, United States",CmRRAAAAe0if_tJD4mWLJXUQVCQWuIVJ8vN_7yB7darL4EcAZxd0Pd-itGfohcl4gd4PJosYs1zo4_EkPvreCe70cncjY5HRFFx9lBLbN1_qkgbvukGfIujW8knl9hqzBqJ1FBf6EhADrkYsNVqN-t2FGhTbsmLeGhTFLccpL5lOjY9J1WrCNmVu5OSe2Q,,petroleum,4.5,463efb463d131f84aae6b9599cf227111a20f7fc
3393,29.8456139,-95.5133301,1,,Point,Md+Anderson+Cancer+Center+Houston+Texas,M D Anderson Cancer Center,1,,0,chemistry,ChIJAaRtbZvFQIYRx_uWE0R_csw,"health,point_of_interest,establishment","5610 Guhn Rd, Houston, TX 77040, United States",CmRSAAAAKXiNG61I7cqVBfnY8sZWZ9wtZXrFwC0LwigjHChyphAVSVrW7X_I0Y8qukhrzD9YNWIezVgrVTw7_34pC7Cox1ZyGWsPeL-tivb-1ZOmWhMExYVVzDZRDZI8K2j0Ag2tEhCBxTidCTscDu65hdBwP7Y3GhSvRNMEvqUXfwrdtBeBflxFNA5Tbg,,petroleum,1,077d95534fbf54896785716a7945dc5cd5ce0af3
3394,29.7007669,-95.3984385,1,,Point,Md+Anderson+Cancer+Center+Houston+Texas,MD Anderson Cancer Center,1,,0,chemistry,ChIJg5VqZgvAQIYRGGyfcLVgMio,"point_of_interest,establishment","7007 Bertner Ave, Houston, TX 77030, United States",CmRRAAAA21j7OR21ZrW2oyR4U3md6xx8rS5bW-f0anfBPgHNLugqpVRWKq5bnPMgasqzsm6ZNFzR6kWmWRqyMtaDisw2B6vh4xjH6raGOfL6ddVzyX9JJZclM_TgN6q6bceektKuEhC8qsrGG3LEf3pVWol3p1ocGhTWgH4f5oAAWTPzgEQ5Iajbe9hMnA,"854|CoQBdwAAAFN3goC9_5L0kuFDHkqn_C79vYB-b_VHy0Zn30HvDfOCN0bJaBJqKySde8DQXe5ocEz-Qq6YwG03M6mf_xUkLZiA4OxPVkT_-7BvHQsfrvGrF7DgdQITEKhnzwoxHmqHl5XkBAfsCE3iMZRwNlm519Upv30lb9QiHAJR0ASs7ytKEhADipRqA_QTkP4pluPGnGnIGhSvGnHbbnfvWVnGBYEPe4SPLT8C7A|<a href=""https://maps.google.com/maps/contrib/108223157380149324998/photos"">Anna Witas</a>|1200",petroleum,4.4,d39a049b3d2a45d6bd974520df21deb93830ff70
3395,29.7048364,-95.3965898,1,,Point,Md+Anderson+Cancer+Center+Houston+Texas,MD Anderson Research Medical Library,1,,0,chemistry,ChIJ9z_u-HTAQIYRAt8iIfRSlz8,"library,point_of_interest,establishment","1400 Pressler St, Houston, TX 77030, United States",CmRRAAAAsV1mrHYIEVHVqQw4p3po0pRW3nOcWStDrlkopk894UTd2mBUvy70Rf512-7_NS5uuPUg9waewjitdJb0Eax6Tmnny4PsFmhjKUnOnhtLnvDyWsHmU1coVgRjMjZhltETEhDRUOjF1J1qBKyDsbpgLSLKGhRboIRIg0LN4abnG4PkSAe1tqVmeQ,,petroleum,4,c453fe9bcc81fc6f961ee8d424bd1755729890fd
3396,29.705711,-95.4033849,1,,Point,Md+Anderson+Cancer+Center+Houston+Texas,M. D. Anderson Cancer Center Children's Art Project,1,,0,chemistry,ChIJ3QrvaHLAQIYRzLu7la8aEBU,"university,store,point_of_interest,establishment","6900 Fannin St, Houston, TX 77030, United States",CmRRAAAAI879rcemEAelZEwB-SS6oo_v-NzqQTBISliIs1vmpzCgMEGQZuqxEbiGPTTSElH_ghms7xQpqBXjhxUI_vbExgElTi5SetfOcIyK7PwcqxylI75D3hYy1U267YHiSfvtEhDzxdTE6ET0NoCxwQc79c7xGhQuPax_TG841J7Mi7dDkIBQ9j7cww,"5312|CoQBdwAAANskT5n0JoGKRoCRhnHxJ-ymDXAehEkkzoRl2nWuCx30d9bI8d0h6Nq17D9-HqxZ-VMEop3duFntU9JeS_kJiCgB8uvRUSaG0kGpl2xJN2uneg8-mhzBum9oq9or4uyQkodzDLXV0LV8Mj9mgomwFxdxUC3nP4vCTufW6w9dOzaQEhA-qZrZsoUvTrpuOrPzXW9FGhTkosKp6rrE9aqNc_kJLtHkuv_wJQ|<a href=""https://maps.google.com/maps/contrib/100159749871503978175/photos"">Eva V‡zquez</a>|2988",petroleum,5,0e1299970abf92c8861e96d21ea446924f8622d8
3397,29.686116,-95.389624,1,,Point,Md+Anderson+Cancer+Center+Houston+Texas,MD Anderson Cancer Center Blood Bank,1,,0,chemistry,ChIJa0HzRfm_QIYRB_g8Z9DpPGQ,"health,point_of_interest,establishment","2555 Holly Hall St, Houston, TX 77054, United States",CmRRAAAAkQsx8kPCU12c_7yypLuTaeyi2nBGwD3xnUyCBGDOsiQuPD9m7lwAlWWDuvuKPLvhaRyoIrdIcb_Y9znALzHIv7JymMmu1j3BzSEeBXP-tLcGlRzpWkM26rNJZVz12jDlEhB9fbgC9AC06L8CmCZ1V52jGhQz_IAdLKNdfiscRncZbCBqr5UyKQ,,petroleum,5,397871947735e34049327cd71e405cb0010d94c8
3398,29.7046338,-95.4010406,1,,Point,Md+Anderson+Cancer+Center+Houston+Texas,MD Anderson Cancer Prevention Center,1,,0,chemistry,ChIJ3ZBLN3TAQIYRCzuT0mtpm9A,"hospital,doctor,health,point_of_interest,establishment","1155 Pressler St #1322, Houston, TX 77030, United States",CmRSAAAAw5qTdIn3bs0wKn04rdDuDSDYzyo3zTvVV6txG2d1wyBuda_rMciI89d2dui3QrVBz4cxbM_NBvpBF_ePr0nUH6pGPf8b-AvTJEFkP4TRQTYfFfjYKVKEgOqc7O3HvqguEhA1HpcUzrJohuYyOUgSp8_1GhQOBK1M1y9iMP6q9Jp2QlbH2bpymA,"3264|CoQBdwAAANFOl7wKAWfP2_IbTu3FF1ZGleVgZPnuXYqRqE1eu4fbzQh02LoxLw8N-Xj_nIsfXrbv3vPEpS_2xv0h-bolXY5AWG_7MDtDXMfRxZCu-KtY0GlVpLOkXgMrmyqqE9sEvY4JjrkKpR1c2aA1Edpse2SX_9IBqUd6PGs_xoA5sUhHEhBqj-8K39Erwmpc3grbdxHeGhRsYtH2zwylDawq862WY0TcYeJyGg|<a href=""https://maps.google.com/maps/contrib/106298369955025694683/photos"">Jonathan Cole</a>|2448",petroleum,3.1,17656c6d1ed918ddad106df1b21b5647ed1c2d8a
3399,29.5510461,-95.0863349,1,,Point,Md+Anderson+Cancer+Center+Houston+Texas,MD Anderson Cancer Center,1,,0,chemistry,ChIJi4RrigmdQIYR5Z6zQ6xNJiE,"hospital,health,point_of_interest,establishment","18100 St John Dr, Houston, TX 77058, United States",CmRRAAAAIfAQZF49ybGfn2S8ZaM7WSLqUwkJZPZTIVZvBAlWrxoYO1cUHQrwlZKuv29wt5rI9ar8eYLi8KtuHpFZ0TvuECMNbRlu4Nks5FRm4bDC-RebSkylGSWHBg5zRUxljnOiEhAYrQsO3mLAr_FUCMn3XgxwGhRN2DpQeVVb9Aej-VRY6RxtV92_jA,,petroleum,4,2f9c539662b9b0ee74008b0cd377695ba092398a
2267,29.7250627,-95.4549721,1,,Point,Mdstaffers+Houston+Texas,Epic Health Services,1,,0,NASA,ChIJJSZRF_rAQIYRFC7xCx2Wo48,"physiotherapist,health,point_of_interest,establishment","4828 Loop Central Dr #100, Houston, TX 77081, United States",CmRSAAAADUEyL4XyuaFBUp7m9aWBhmZx3zwo7PNX-M14mhJIFsI9xNXbYaAQbP2OaQV_r4vO4j-HCkBZtWhMOoZYPLKPWB6RUIzPoyxvvHCQ2ZyUDudmO7GCQt6AWF-XCmznxgQqEhCu3XqBZF6XtJ829jCi_slmGhQtGhCo61K_jRWPtt16TNKxN3db0A,"2048|CoQBdwAAAMjfWaKgWlAyU3eHapczqdHe8nOdw65oHFDzdupyehYPTAbbbQOqKfwtYSmktw5M75JBlwiqQKwyoZW-IFfuQdYq-tQMqkOX6_NBCXw4HCp48i5ez08_c0qRUaaX94hGNMkgY3qqcKsiGmZpmq_wkJkMtqwR0auAhYCdtfvSPrBrEhBp_Yi_3_iHk6LzfAF2qLe-GhQbnhKVXyYtmmLxKTi2Y1zgR9OQig|<a href=""https://maps.google.com/maps/contrib/114071412514773467773/photos"">Epic Health Services</a>|2048",space,1,71204e0ddf06ddf57c39d6a59ceb88337c16a1d8
951,29.7825183,-95.544861,1,,Point,"Mdvip,+Inc.+Houston+Texas","Dr. Cyril Wolf, MD",1,0,TRUE,Pharmaceutical,ChIJNweCA7zEQIYRxyqnfOntOCg,"doctor,health,point_of_interest,establishment","929 Gessner Rd Suite 2240, Houston, TX 77024, United States",CmRRAAAA-kvFrTAxVNxb6-VAkAArw71RPGRMTJBjz1l5tK_ITbOC0Hfb1a9WLEAEzHH1cNqZ1aJqi7--9t7LoaAR-HGcBbEizPY40yezcm_dhottR0MawHxbozHpFOug1_z_nowJEhCcGOcplsiyvlNOBQCtr_73GhQcoIjJmw86B9Gia4bCr1u1Hncs8Q,"250|CoQBdwAAAA-UECV3csqpvz3hNnBb4Wq-nk7btNeysvqqAkfHQ3BOMDn3RqCogJyQx2tgP-GjsipK9UqpdhjaJ34EIxjsyciPhSQVZFSoHiuI1skMF_uOwSMF07P7blM8Dl2gS3mljprOe6B7Cv4J4s7mLK0_B6lhh6G2jBRw3V4NIYBAf7INEhBmMwCPIBeLYjjHlr9lGKYxGhQXxxCNeofL9qs6KhZ9Q01w6vsDTg|<a href=""https://maps.google.com/maps/contrib/110365401200876047194/photos"">Dr. Cyril Wolf, MD</a>|250",health,5,0c04117451f4ab8227aab9c6b0aee8e3b2323154
952,29.6754716,-95.4276296,1,,Point,"Mdvip,+Inc.+Houston+Texas","Dr. Ronald R. Buescher, MD",1,0,TRUE,Pharmaceutical,ChIJzTUHioLqQIYRERVUb3YEnJI,"doctor,health,point_of_interest,establishment","10021 Main St Suite B4, Houston, TX 77025, United States",CmRSAAAAJjdD5jY4bdNlz6rZ7GyMZz8460GYShRbY2-0qMg_9BqCUNK2c38owD0SZEvlYXmjHS3vDG-vzDdw-BkQSmSUiCfM6_ikCCpLohyKpG2TP6Nd8CqWPXohEkxiiPUbq7Z7EhAY3GTxDDSaJEScjSXfps1FGhRj-V6rftTO6uPLGOVyQLL9zNRqEQ,"250|CoQBdwAAABqdoD_K15LEGWO45W1jc0z9C-gEsRvajja4k_8MOJd7rCNaKrUIqmVqdISe-7e805c-C2LnZ3N7vJHZF3x1ZeLcTRC5hUwlfriefk47fTORpSla4HviAj3iM2PH83KzsLMNAEyeK5RLP73YvaTI3jMQAiX1T5E4CqGw7GDhKCUfEhCFaG95C7LpkzwyoDaZ1ueTGhRJrB5ng1BZ5E-P4M3-LWCKgOTRaA|<a href=""https://maps.google.com/maps/contrib/108188071678918347183/photos"">Dr. Ronald R. Buescher, MD</a>|250",health,5,873c779bf8f9303a4c2b22ed6271af0d7db72f0c
1190,29.650383,-95.200223,1,,Point,Meador+Staffing+Services+Houston+Texas,Meador Staffing Services,3,,0,Agricultural,ChIJNUzwMU-YQIYRpdoQ2Qdh36Y,"point_of_interest,establishment","722A Fairmont Pkwy, Pasadena, TX 77504, United States",CmRSAAAA0auRV4NqVLBpGkKm3VPJKhRx6prf94aa0hijTNABKNhRekH_VW-AYpfYdAIj3ittMwLaezkBUyVVuiZJL1THgQsvpQgNLmkRZOw27V0lBmBqFZAyylCkGOedHAiK_ylwEhBS-7plq4kDYeH0yvuf8lEOGhQl6uqeMnqMlg8IG_zmNgz7ry-Hiw,"2000|CoQBdwAAABthj5D3VQXdG0Imy3VP00TuzCuvpU4hwSkdHpvhxieTT3Jj4yBS7jJgCtX01n9HsbgqsGPajsjagffhWzE9pIA7N5Ok6lHHt5OLva8mJ9rn4ciziKI3CfX6FPNwZzuwIt8fYC3eWEcqyXPwWlCO8YOvgcU4laQN1T37pwhR2m9oEhByeAbrhqrWqR_b_tNzRm5IGhRUh32tvWkwwevs8wOUc3krdiZ4cQ|<a href=""https://maps.google.com/maps/contrib/108135747758853734686/photos"">Meador Staffing Services</a>|3008",other,2.8,f5e1fd2c6b9d04dea150de74c3efc748a91bf948
